# id	name	entry	idglob	caller	site
472	next_state	143396638	142AE0AFC	1400831C0	14008A781
473	max_resolution	143390B18	142ADE29C	1400831C0	140085F5D
474	trigger_once	143396680	142AE0B1C	1400831C0	14008A7BA
475	state_time	1433966C8	142AE0B40	1400831C0	14008A7F3
476	time_offset	143396710	142AE0B60	1400831C0	14008A82C
477	velocity_yaw	143396758	142AE0B80	1400831C0	14008A865
478	velocity_pitch	1433967A0	142AE0BA0	1400831C0	14008A89E
479	emitter_yaw	1433967E8	142AE0BBC	1400831C0	14008A8D7
480	emitter_pitch	143396830	142AE0BE0	1400831C0	14008A910
481	emitter_type	143396878	142AE0C00	1400831C0	14008A949
482	sphere_emitter_radius	1433968C0	142AE0C1C	1400831C0	14008A982
483	sphere_emitter_yaw	143396908	142AE0C40	1400831C0	14008A9BB
484	sphere_emitter_pitch	143396950	142AE0C5C	1400831C0	14008A9F4
485	box_emitter_x	143396998	142AE0C80	1400831C0	14008AA2D
486	box_emitter_y	1433969E0	142AE0C9C	1400831C0	14008AA66
487	box_emitter_z	143396A28	142AE0CC0	1400831C0	14008AA9F
488	steps	143396A70	142AE0CE0	1400831C0	14008AAD8
489	overlay	143396AB8	142AE0CFC	1400831C0	14008AB11
490	animationmaskfile	143396B00	142AE0D1C	1400831C0	14008AB4A
491	animationtexturefile	143396B48	142AE0D40	1400831C0	14008AB83
492	animationrotation	143396B90	142AE0D5C	1400831C0	14008ABBC
493	animationlooping	143396BD8	142AE0D80	1400831C0	14008ABF5
494	animationtime	143396C20	142AE0DA0	1400831C0	14008AC2E
495	animationdelay	143396C68	142AE0DBC	1400831C0	14008AC67
496	animationtype	143396CB0	142AE0DE0	1400831C0	14008ACA0
497	animationblendmode	143396CF8	142AE0DFC	1400831C0	14008ACD9
498	animationtexturescale	143396D40	142AE0E20	1400831C0	14008AD12
499	default_state	143396D88	142AE0E3C	1400831C0	14008AD4B
500	cull_radius	143396DD0	142AE0E5C	1400831C0	14008AD84
501	playback_rate	143396E18	142AE0E7C	1400831C0	14008ADBD
502	animationframes	143396E60	142AE0EA0	1400831C0	14008ADF6
503	animationrotationoffset	143396EA8	142AE0EC0	1400831C0	14008AE2F
504	animationtriggerframes	143396EF0	142AE0EE0	1400831C0	14008AE68
505	propagate_state	143396F38	142AE0F00	1400831C0	14008AEA1
507	smoothListboxType	143396F80	142AE0F1C	1400831C0	14008AEDA
508	game_data	143396FC8	142AE0F3C	1400831C0	14008AF13
509	ui	143397010	142AE0F60	1400831C0	14008AF4C
510	font_definition	143397058	142AE0F80	1400831C0	14008AF85
511	locator	1433970A0	142AE0F9C	1400831C0	14008AFBE
512	parent_joint	1433970E8	142AE0FBC	1400831C0	14008AFF7
513	hsv	143397130	142AE0FE0	1400831C0	14008B030
514	bold	143397178	142AE0FFC	1400831C0	14008B069
515	italic	1433971C0	142AE101C	1400831C0	14008B0A2
516	underline	143397208	142AE1040	1400831C0	14008B0DB
517	strikethrough	143397250	142AE105C	1400831C0	14008B114
518	hyperlink	143397298	142AE1080	1400831C0	14008B14D
519	label	1433972E0	142AE10A0	1400831C0	14008B186
520	image	143397328	142AE10C0	1400831C0	14008B1BF
521	localization	143397370	142AE10DC	1400831C0	14008B1F8
522	includes	1433973B8	142AE10FC	1400831C0	14008B231
523	samplers	143397400	142AE1120	1400831C0	14008B26A
524	index	143397448	142AE1140	1400831C0	14008B2A3
525	magfilter	143397490	142AE1160	1400831C0	14008B2DC
526	minfilter	1433974D8	142AE1180	1400831C0	14008B315
527	mipfilter	143397520	142AE11A0	1400831C0	14008B34E
528	addressu	143397568	142AE11C0	1400831C0	14008B387
529	addressv	1433975B0	142AE11E0	1400831C0	14008B3C0
530	mipmaplodbias	1433975F8	142AE1200	1400831C0	14008B3F9
531	mipmapmaxlod	143397640	142AE121C	1400831C0	14008B432
532	mipmapminlod	143397688	142AE1240	1400831C0	14008B46B
533	vertexstruct	1433976D0	142AE1260	1400831C0	14008B4A4
534	constantbuffer	143397718	142AE127C	1400831C0	14008B4DD
535	vertexshader	143397760	142AE129C	1400831C0	14008B516
536	pixelshader	1433977A8	142AE12BC	1400831C0	14008B54F
537	maincode	1433977F0	142AE12DC	1400831C0	14008B588
538	code	143397838	142AE12FC	1400831C0	14008B5C1
539	defines	143397880	142AE131C	1400831C0	14008B5FA
540	blendstate	1433978C8	142AE133C	1400831C0	14008B633
541	blendenable	143397910	142AE135C	1400831C0	14008B66C
542	alphatocoverage	143397958	142AE137C	1400831C0	14008B6A5
543	alphatest	1433979A0	142AE13A0	1400831C0	14008B6DE
544	sourceblend	1433979E8	142AE13BC	1400831C0	14008B717
545	destblend	143397A30	142AE13E0	1400831C0	14008B750
546	blendop	143397A78	142AE1400	1400831C0	14008B789
547	sourcealpha	143397AC0	142AE1420	1400831C0	14008B7C2
548	destalpha	143397B08	142AE143C	1400831C0	14008B7FB
549	blendopalpha	143397B50	142AE145C	1400831C0	14008B834
550	writemask	143397B98	142AE1480	1400831C0	14008B86D
551	depthstencilstate	143397BE0	142AE149C	1400831C0	14008B8A6
552	depthenable	143397C28	142AE14C0	1400831C0	14008B8DF
553	depthwritemask	143397C70	142AE14DC	1400831C0	14008B918
554	depthfunction	143397CB8	142AE1500	1400831C0	14008B951
555	stencilenable	143397D00	142AE1520	1400831C0	14008B98A
556	stencilreadmask	143397D48	142AE1540	1400831C0	14008B9C3
557	stencilwritemask	143397D90	142AE1560	1400831C0	14008B9FC
558	frontstencilfailop	143397DD8	142AE157C	1400831C0	14008BA35
559	frontstencildepthfailop	143397E20	142AE15A0	1400831C0	14008BA6E
560	frontstencilpassop	143397E68	142AE15C0	1400831C0	14008BAA7
561	frontstencilfunc	143397EB0	142AE15DC	1400831C0	14008BAE0
562	rasterizerstate	143397EF8	142AE1600	1400831C0	14008BB19
563	fillmode	143397F40	142AE1620	1400831C0	14008BB52
564	cullmode	143397F88	142AE163C	1400831C0	14008BB8B
565	frontccw	143397FD0	142AE165C	1400831C0	14008BBC4
566	depthbias	143398018	142AE167C	1400831C0	14008BBFD
567	depthbiasclamp	143398060	142AE16A0	1400831C0	14008BC36
568	slopescaledepthbias	1433980A8	142AE16C0	1400831C0	14008BC6F
569	scissor	1433980F0	142AE16E0	1400831C0	14008BCA8
570	multisample	143398138	142AE16FC	1400831C0	14008BCE1
571	framedirectiony	143398180	142AE171C	1400831C0	14008BD1A
572	get_state_from_parent	1433981C8	142AE1740	1400831C0	14008BD53
573	music	143398210	142AE175C	1400831C0	14008BD8C
574	local_space	143398258	142AE177C	1400831C0	14008BDC5
575	local_force	1433982A0	142AE179C	1400831C0	14008BDFE
576	sender	1433982E8	142AE17C0	1400831C0	14008BE37
577	masking_texture	143398330	142AE17E0	1400831C0	14008BE70
578	centerPosition	14338EDD8	142ADD5A0	1400831C0	140084835
579	rgb	143398378	142AE17FC	1400831C0	14008BEA9
580	hex	1433983C0	142AE181C	1400831C0	14008BEE2
581	colors	143390B60	142ADE2C0	1400831C0	140085F96
582	loop	143398408	142AE183C	1400831C0	14008BF1B
583	instancing	143398450	142AE185C	1400831C0	14008BF54
584	stop_on_state_change	143398498	142AE1880	1400831C0	14008BF8D
585	no_clicksound	1433984E0	142AE189C	1400831C0	14008BFC6
586	dev_master_volume	143398528	142AE18BC	1400831C0	14008BFFF
587	ignore_tab_navigation	143390BA8	142ADE2DC	1400831C0	140085FCF
588	sounds	143398570	142AE18DC	1400831C0	14008C038
589	volume_random_offset	1433985B8	142AE18FC	1400831C0	14008C071
590	min_distance	143398600	142AE1920	1400831C0	14008C0AA
591	max_distance	143398648	142AE1940	1400831C0	14008C0E3
592	height_scale	143398690	142AE1960	1400831C0	14008C11C
593	weight	1433986D8	142AE197C	1400831C0	14008C155
594	weighted_sound	143398720	142AE19A0	1400831C0	14008C18E
595	icons_add_height	143398768	142AE19BC	1400831C0	14008C1C7
596	particle_yaw	1433987B0	142AE19DC	1400831C0	14008C200
597	rotation_speed	1433987F8	142AE19FC	1400831C0	14008C239
598	rotation_speed_yaw	143398840	142AE1A1C	1400831C0	14008C272
599	rotation_speed_pitch	143398888	142AE1A3C	1400831C0	14008C2AB
600	rotation_speed_roll	1433988D0	142AE1A60	1400831C0	14008C2E4
601	vertical_alignment	143398918	142AE1A7C	1400831C0	14008C31D
602	top	143398960	142AE1AA0	1400831C0	14008C356
603	bottom	1433989A8	142AE1ABC	1400831C0	14008C38F
604	icon_scale	1433989F0	142AE1AE0	1400831C0	14008C3C8
605	is3d	143398A38	142AE1AFC	1400831C0	14008C401
606	trail	14338EE20	142ADD5BC	1400831C0	14008486E
607	billboard	14338EE68	142ADD5E0	1400831C0	1400848A7
608	slave_particles	143398A80	142AE1B1C	1400831C0	14008C43A
609	video	143398AC8	142AE1B40	1400831C0	14008C473
610	affects_compatability	143398B10	142AE1B60	1400831C0	14008C4AC
611	supported_version	143398B58	142AE1B80	1400831C0	14008C4E5
612	containerWindowType	143390BF0	142ADE2F4	1400831C0	140086008
613	extendedScrollbarType	143390C38	142ADE30C	1400831C0	140086041
614	add_horizontal	143390C80	142ADE330	1400831C0	14008607A
615	max_slots	143390CC8	142ADE350	1400831C0	1400860B3
616	max_slots_vertical	143390D10	142ADE36C	1400831C0	1400860EC
617	max_slots_horizontal	143390D58	142ADE390	1400831C0	140086125
618	padding	143390DA0	142ADE3AC	1400831C0	14008615E
619	slotsize	143390DE8	142ADE3D0	1400831C0	140086197
620	dropDownBoxType	143390E30	142ADE3EC	1400831C0	1400861D0
621	show_animation_type	143390E78	142ADE410	1400831C0	140086209
622	hide_animation_type	143390EC0	142ADE42C	1400831C0	140086242
623	show_animation_time	143390F08	142ADE450	1400831C0	14008627B
624	hide_animation_time	143390F50	142ADE470	1400831C0	1400862B4
625	buttontype	143390F98	142ADE48C	1400831C0	1400862ED
626	scroll_wheel_factor	143390FE0	142ADE4B0	1400831C0	140086326
627	autohide_scrollbars	143391028	142ADE4CC	1400831C0	14008635F
628	drag_scroll	1433910B8	142ADE50C	1400831C0	1400863D1
629	gridboxtype	143391100	142ADE530	1400831C0	14008640A
630	margin	143391148	142ADE550	1400831C0	140086443
631	clipping	143391190	142ADE570	1400831C0	14008647C
632	upper_left	1433911D8	142ADE590	1400831C0	1400864B5
633	upper_right	143391220	142ADE5B0	1400831C0	1400864EE
634	lower_left	143391268	142ADE5CC	1400831C0	140086527
635	lower_right	1433912B0	142ADE5EC	1400831C0	140086560
636	center_up	1433912F8	142ADE60C	1400831C0	140086599
637	center_down	143391340	142ADE630	1400831C0	1400865D2
638	increaseButton	143391388	142ADE64C	1400831C0	14008660B
639	decreaseButton	1433913D0	142ADE670	1400831C0	140086644
640	tileSize	143391418	142ADE690	1400831C0	14008667D
641	clickonly	143391460	142ADE6AC	1400831C0	1400866B6
642	expandButton	1433914A8	142ADE6CC	1400831C0	1400866EF
643	expandedWindow	1433914F0	142ADE6EC	1400831C0	140086728
644	contractOnLeave	143391538	142ADE70C	1400831C0	140086761
645	hideHeaderOnExpand	143391580	142ADE730	1400831C0	14008679A
646	expandedOnTop	1433915C8	142ADE74C	1400831C0	1400867D3
647	browserType	143391610	142ADE76C	1400831C0	14008680C
648	curveGraphType	143391658	142ADE78C	1400831C0	140086845
649	callback_type	143398BA0	142AE1B9C	1400831C0	14008C51E
650	callback_argument	143398BE8	142AE1BBC	1400831C0	14008C557
651	web_link	143398C30	142AE1BE0	1400831C0	14008C590
652	widget	143398C78	142AE1BFC	1400831C0	14008C5C9
653	machine	143398CC0	142AE1C1C	1400831C0	14008C602
654	gui_scale	143398D08	142AE1C40	1400831C0	14008C63B
655	legacy_lazy_load	14339ABF8	142AE2594	1400831C0	14008DEB9
656	scrollbar_side	1433916A0	142ADE7B0	1400831C0	14008687E
657	fade_time	1433916E8	142ADE7D0	1400831C0	1400868B7
658	fade_type	143391730	142ADE7F0	1400831C0	1400868F0
659	cursor_offset	143391778	142ADE80C	1400831C0	140086929
660	text_color_code	143398D50	142AE1C60	1400831C0	14008C674
661	directory	143398D98	142AE1C80	1400831C0	14008C6AD
662	file_extension	143398DE0	142AE1C9C	1400831C0	14008C6E6
663	sub_directories	143398E28	142AE1CC0	1400831C0	14008C71F
664	show_sound	143398E70	142AE1CE0	1400831C0	14008C758
665	hide_sound	143398EB8	142AE1CF8	1400831C0	14008C791
666	private	143392150	142ADEC6C	1400831C0	1400870F4
667	maxanisotropy	143398F00	142AE1D18	1400831C0	14008C7CA
668	unum64	143398F48	142AE1D38	1400831C0	14008C803
669	camera_speed	143398F90	142AE1D58	1400831C0	14008C83C
670	centered_zoom_in	143398FD8	142AE1D78	1400831C0	14008C875
671	camera_tilt	143399020	142AE1D98	1400831C0	14008C8AE
672	camera_strategy	143399068	142AE1DA8	1400831C0	14008C8E7
673	preload_textures	14338EEB0	142ADD5FC	1400831C0	1400848E0
674	auto	1433917C0	142ADE82C	1400831C0	140086962
675	min	143391808	142ADE850	1400831C0	14008699B
676	max	143391850	142ADE86C	1400831C0	1400869D4
677	meshsettings	1433990B0	142AE1DC0	1400831C0	14008C920
678	shader_file	1433990F8	142AE1DE8	1400831C0	14008C959
679	hide	143399140	142AE1E08	1400831C0	14008C992
680	max_audible	143399188	142AE1E24	1400831C0	14008C9CB
681	max_audible_behaviour	1433991D0	142AE1E48	1400831C0	14008CA04
682	delay_random_offset	143399218	142AE1E74	1400831C0	14008CA3D
683	fade_out	143399260	142AE1E90	1400831C0	14008CA76
684	fade_in	1433992A8	142AE1EC0	1400831C0	14008CAAF
685	center_left	143391898	142ADE890	1400831C0	140086A0D
686	center_right	1433918E0	142ADE8AC	1400831C0	140086A46
687	use_special_chars	1433992F0	142AE1EE8	1400831C0	14008CAE8
688	looping_volume_random_offset	143399338	142AE1F00	1400831C0	14008CB21
689	looping_delay_random_offset	143399380	142AE1F08	1400831C0	14008CB5A
690	random_sound_when_looping	1433993C8	142AE1F20	1400831C0	14008CB93
691	middle	143391928	142ADE8CC	1400831C0	140086A7F
692	pregain	143399410	142AE1F38	1400831C0	14008CBCC
693	postgain	143399458	142AE1F58	1400831C0	14008CC05
694	ratio	1433994A0	142AE1F5C	1400831C0	14008CC3E
695	threshold	1433994E8	142AE1F7C	1400831C0	14008CC77
696	attacktime	143399530	142AE1F98	1400831C0	14008CCB0
697	releasetime	143399578	142AE1FB0	1400831C0	14008CCE9
698	compressor	1433995C0	142AE1FC8	1400831C0	14008CD22
699	playbackrate	143399608	142AE1FE4	1400831C0	14008CD5B
700	playbackrate_random_offset	143399650	142AE1FF8	1400831C0	14008CD94
701	looping_playbackrate_random_offset	143399698	142AE2008	1400831C0	14008CDCD
702	category	1433996E0	142AE201C	1400831C0	14008CE06
703	master_compressor	143399728	142AE2024	1400831C0	14008CE3F
704	music_compressor	143399770	142AE2034	1400831C0	14008CE78
705	enabled	1433997B8	142AE203C	1400831C0	14008CEB1
706	default_clicksound	143399800	142AE2044	1400831C0	14008CEEA
707	default_oversound	143399848	142AE2050	1400831C0	14008CF23
708	default_downsound	143399890	142AE2068	1400831C0	14008CF5C
709	default_upsound	1433998D8	142AE2080	1400831C0	14008CF95
710	only_numbers	143399920	142AE2090	1400831C0	14008CFCE
711	launcher_sound	143399968	142AE20A8	1400831C0	14008D007
712	remote_file_id	1433999B0	142AE20BC	1400831C0	14008D040
713	description_file	1433999F8	142AE20D4	1400831C0	14008D079
714	textcolors	143399A40	142AE20EC	1400831C0	14008D0B2
715	open_browser	143399A88	142AE210C	1400831C0	14008D0EB
716	ignore_special_chars	143391970	142ADE8EC	1400831C0	140086AB8
717	open_categories	143399AD0	142AE211C	1400831C0	14008D124
718	fontfiles	143399B18	142AE2138	1400831C0	14008D15D
719	multiline	143399B60	142AE213C	1400831C0	14008D196
720	selection_offset	1433919B8	142ADE910	1400831C0	140086AF1
721	bitmapfont_override	143399BA8	142AE2148	1400831C0	14008D1CF
722	languages	143399BF0	142AE2150	1400831C0	14008D208
723	ignore_enter	143391A00	142ADE930	1400831C0	140086B2A
724	third_party_warn	143399C38	142AE2168	1400831C0	14008D241
725	third_party_content	143399C80	142AE2180	1400831C0	14008D27A
726	vertical_scroll_step	143391A48	142ADE94C	1400831C0	140086B63
727	horizontal_scroll_step	143391A90	142ADE96C	1400831C0	140086B9C
728	closed_position	143399CC8	142AE2188	1400831C0	14008D2B3
729	open_position	143399D10	142AE21AC	1400831C0	14008D2EC
730	peek_position	143399D58	142AE21BC	1400831C0	14008D325
731	peek_check_top_left	143399DA0	142AE21D8	1400831C0	14008D35E
732	peek_check_size	143399DE8	142AE21EC	1400831C0	14008D397
733	pdx_tooltip_anchor	143399E30	142AE21F8	1400831C0	14008D3D0
734	relative	143399E78	142AE2200	1400831C0	14008D409
735	dx_offset	143399EC0	142AE2208	1400831C0	14008D442
736	graceful_exit	143392540	142ADEE30	1400831C0	140087412
737	max_refresh_rate	143399F08	142AE2220	1400831C0	14008D47B
738	key_value_pairs	143399F50	142AE222C	1400831C0	14008D4B4
739	setTrackFrameOnChange	143391AD8	142ADE98C	1400831C0	140086BD5
740	voice_volume	143399F98	142AE2244	1400831C0	14008D4ED
741	minimap_visible	143399FE0	142AE2248	1400831C0	14008D526
742	prevent_random_repetition	14338EEF8	142ADD620	1400831C0	140084919
743	polyphony	14338EF40	142ADD640	1400831C0	140084952
744	smooth_scrolling	143391070	142ADE4EC	1400831C0	140086398
745	is_multiline	143391B20	142ADE9AC	1400831C0	140086C0E
746	preserve_aspect_ratio	143391B68	142ADE9CC	1400831C0	140086C47
747	last_game_version	14339A028	142AE2250	1400831C0	14008D55F
748	disable_3d_model_viewer	14338EF88	142ADD660	1400831C0	14008498B
749	switch_frame_on_expand	143391BB0	142ADE9EC	1400831C0	140086C80
750	anchor	143391BF8	142ADEA10	1400831C0	140086CB9
751	center_on_anchor	143391C40	142ADEA30	1400831C0	140086CF2
752	below	14339A070	142AE2264	1400831C0	14008D598
753	sync_status	14339A0B8	142AE2280	1400831C0	14008D5D1
754	filename	14339A100	142AE2294	1400831C0	14008D60A
755	etag	14339A148	142AE22A0	1400831C0	14008D643
756	sync	14339A190	142AE22AC	1400831C0	14008D67C
757	conflict_resolved	14339A1D8	142AE22C0	1400831C0	14008D6B5
758	user_status	14339A220	142AE22D0	1400831C0	14008D6EE
759	away	14339A268	142AE22DC	1400831C0	14008D727
760	do_not_disturb	14339A2B0	142AE22E8	1400831C0	14008D760
761	offline	14339A2F8	142AE2300	1400831C0	14008D799
762	skip_account_link	14339A340	142AE2310	1400831C0	14008D7D2
763	localizable_name	14339A388	142AE2320	1400831C0	14008D80B
764	rail_id	14339A3D0	142AE233C	1400831C0	14008D844
765	pops_id	14339A418	142AE2340	1400831C0	14008D87D
766	music_station	14339A460	142AE2348	1400831C0	14008D8B6
767	msgr_id	14339A4A8	142AE2358	1400831C0	14008D8EF
768	custom_modifier_tooltip	14339A4F0	142AE2364	1400831C0	14008D928
769	hidden_modifier	14339A538	142AE2368	1400831C0	14008D961
770	help_overlay	14339A580	142AE2388	1400831C0	14008D99A
771	771	14339A5C8	142AE23B0	1400831C0	14008D9D3
772	background_margin	14338EFD0	142ADD680	1400831C0	1400849C4
773	slider_pos_shift	143391C88	142ADEA4C	1400831C0	140086D2B
774	integral	14339A610	142AE23C4	1400831C0	14008DA0C
775	last_output	14339A658	142AE23E4	1400831C0	14008DA45
776	value	14339A6A0	142AE23EC	1400831C0	14008DA7E
777	proportional_factor	14339A6E8	142AE2404	1400831C0	14008DAB7
778	integral_factor	14339A730	142AE2410	1400831C0	14008DAF0
779	derivative_factor	14339A778	142AE2424	1400831C0	14008DB29
780	previous_error	14339A7C0	142AE2444	1400831C0	14008DB62
784	circularProgressBarType	143391CD0	142ADEA70	1400831C0	140086D64
785	added_modifier	14339A808	142AE245C	1400831C0	14008DB9B
786	generate_mip_maps	14338F018	142ADD6A0	1400831C0	1400849FD
787	pdx_disabled_tooltip	14339A850	142AE2490	1400831C0	14008DBD4
788	pdx_disabled_tooltip_delayed	14339A898	142AE24A8	1400831C0	14008DC0D
789	latency	143392198	142ADEC8C	1400831C0	14008712D
790	original_id	1433921E0	142ADECAC	1400831C0	140087166
791	num64	14339A8E0	142AE24B8	1400831C0	14008DC46
792	exists_eq	14339A928	142AE24CC	1400831C0	14008DC7F
793	variant	14339A970	142AE24D8	1400831C0	14008DCB8
794	context_aware_tooltip	14339A9B8	142AE24EC	1400831C0	14008DCF1
795	context_aware_text	14339AA00	142AE250C	1400831C0	14008DD2A
796	bound_tooltip	14339AA48	142AE252C	1400831C0	14008DD63
797	bound_text	14339AA90	142AE2540	1400831C0	14008DD9C
798	down	14339AAD8	142AE2550	1400831C0	14008DDD5
799	localization_key	14339AB20	142AE2560	1400831C0	14008DE0E
800	corner_scrolling	14339AB68	142AE2568	1400831C0	14008DE47
801	fade_delay	143391D18	142ADEA8C	1400831C0	140086D9D
998	stencilref	14339ABB0	142AE257C	1400831C0	14008DE80
10000	light_tanks	1433B2130	142AC3550	1400831C0	1400A0630
10001	medium_tanks	1433B2178	142AC3570	1400831C0	1400A0669
10002	heavy_tanks	1433B21C0	142AC3594	1400831C0	1400A06A2
10003	add_legitimacy	1433A75E8	14275299C	1400831C0	140097E97
10004	modern_tanks	1433B2208	142AC359C	1400831C0	1400A06DB
10005	add_stability	1433A7630	1427529A0	1400831C0	140097ED0
10006	small_planes	1433B2298	142AC35D4	1400831C0	1400A074D
10007	medium_planes	1433B22E0	142AC35F8	1400831C0	1400A0786
10008	large_planes	1433B2328	142AC3620	1400831C0	1400A07BF
10009	transport_planes	1433B2370	142AC3658	1400831C0	1400A07F8
10010	add_manpower	1433A7678	1427529A4	1400831C0	140097F09
10011	amphibious_tanks	1433B2250	142AC35C4	1400831C0	1400A0714
10012	specialization	14343E980	142AC1A78	1400831C0	14010FA1A
10013	project_pool	14343E9C8	142AC1AA0	1400831C0	14010FA53
10014	unread_prototype_rewards	14343FB38	142AC2640	1400831C0	140110821
10015	custom_effect_tooltip	1433A7750	1429B65DC	1400831C0	140097FB4
10016	set_capital	1433A7798	1427529AC	1400831C0	140097FED
10017	multiple_choice	14343FAF0	142AC2618	1400831C0	1401107E8
10018	prototype_state	14343EAA0	142AC1B24	1400831C0	14010FAFE
10019	add_state_core	1433A77E0	1427529B0	1400831C0	140098026
10020	remove_state_core	1433A7828	1427529B4	1400831C0	14009805F
10021	special_forces_cap_flat	1433C4AC0	1427D6A40	1400831C0	1400AF1C2
10022	project	14343EA10	142AC1AC4	1400831C0	14010FA8C
10023	add_breakthrough_points	14343FB80	1427BF0A8	1400831C0	14011085A
10024	raid_reduce_project_progress_ratio	14343C928	1427C5010	1400831C0	14010E07F
